№ п/п;Код ОВД;Год;Номер документа;Номер престу;Дата постановки в ИЦ;Текст решения;Дата решения;Фамилия сл-ля;Шифр докумен;Дата создания записи;Код принятого решения;Кто принял решение (код);Сообщение / Основание;Тип записи (Дисклеймер ИИ)
17966;11;2013;803812;1;10.07.2013;Возобн.приост.ст208ч.1п.1;06.07.2013;НИКОЛАЕВ;3;11.07.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17967;34;2016;803813;1;05.03.2016;Возобн.приост.ст208ч.1п.1;29.02.2016;РОМАНОВА;3;06.03.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17968;6;2014;803814;1;28.05.2014;Возобн.приост.ст208ч.1п.1;24.05.2014;ГУСЕВА;3;29.05.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17969;18;2014;803815;1;25.10.2014;Отмена прекр. по ст.427 ч.5;21.10.2014;МАКАРОВА;3;26.10.2014;151;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17970;4;2016;803816;1;30.03.2016;Возобн.приост.ст208ч.1п.2;25.03.2016;КОРОЛЕВ;3;31.03.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17971;4;2016;803816;1;19.06.2016;Возобн.приост.ст208ч.1п.1;17.06.2016;КОРОЛЕВ;3;20.06.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17972;4;2016;803816;1;09.09.2016;Возобн.приост.ст208ч.1п.1;03.09.2016;КОРОЛЕВ;3;10.09.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17973;4;2016;803816;1;28.10.2016;Возобн.приост.ст208ч.1п.1;26.10.2016;КОРОЛЕВ;3;29.10.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17974;4;2017;803816;1;01.02.2017;Возр прокурором следов-лю;26.01.2017;КОРОЛЕВ;3;02.02.2017;160;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17975;15;2015;803817;1;13.10.2015;Возобн.приост.ст208ч.1п.1;11.10.2015;ТАРАСОВ;3;14.10.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17976;38;2013;803818;1;10.06.2013;Возобн.приост.ст208ч.1п.2;05.06.2013;СТЕПАНОВА;3;11.06.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17977;38;2013;803818;1;07.09.2013;Возобн.приост.ст208ч.1п.1;03.09.2013;СТЕПАНОВА;3;08.09.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17978;38;2013;803818;1;04.11.2013;Возобн.приост.ст208ч.1п.1;01.11.2013;СТЕПАНОВА;3;05.11.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17979;38;2014;803818;1;01.02.2014;Возобн.приост.ст208ч.1п.1;27.01.2014;СТЕПАНОВА;3;02.02.2014;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17980;28;2013;803819;1;14.09.2013;Возобн.приост.ст208ч.1п.2;11.09.2013;АЛЕКСАНДРОВ;3;15.09.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17981;26;2015;803820;1;26.04.2015;Возобн.приост.ст208ч.1п.1;23.04.2015;АНДРЕЕВ;3;27.04.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17982;26;2015;803820;1;13.08.2015;Возобн.приост.ст208ч.1п.1;11.08.2015;АНДРЕЕВ;3;14.08.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17983;26;2015;803820;1;14.11.2015;Возобн.приост.ст208ч.1п.2;07.11.2015;АНДРЕЕВ;3;15.11.2015;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17984;26;2016;803820;1;05.03.2016;Возобн.приост.ст208ч.1п.1;03.03.2016;АНДРЕЕВ;3;06.03.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17985;26;2016;803820;1;09.05.2016;Возобн.приост.ст208ч.1п.1;04.05.2016;АНДРЕЕВ;3;10.05.2016;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17986;24;2013;803821;1;25.02.2013;Возобн.приост.ст208ч.1п.1;19.02.2013;ГРИГОРЬЕВ;3;26.02.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17987;4;2013;803822;1;08.04.2013;Возобн.приост.ст208ч.1п.1;02.04.2013;АНТОНОВА;3;09.04.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17988;4;2013;803822;1;20.06.2013;Возобн.приост.ст208ч.1п.3;16.06.2013;АНТОНОВА;3;21.06.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17989;4;2013;803822;1;08.08.2013;Возобн.приост.ст208ч.1п.1;03.08.2013;АНТОНОВА;3;09.08.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
17990;4;2013;803822;1;11.10.2013;Возобн.приост.ст208ч.1п.1;09.10.2013;АНТОНОВА;3;12.10.2013;174;5;Постановление надзирающего прокурора;Синтетическая генерация ИИ (любые совпадения случайны)
